All,Всички,module,Magento_AdminGws
None,Нищо,module,Magento_AdminGws
"Allowed Scopes","Допустим обхват",module,Magento_AdminGws
"You need more permissions to delete this item(s): %1.","Имате нужда от допълнителни права, за да изтриете този елемент(и): %1.",module,Magento_AdminGws
"There are rules that have been changed but were not applied. Only users with exclusive access can apply rules.","Има правила, които са били променени, но не бяха приложени. Само потребители с изключителен достъп могат да приложите правилата.",module,Magento_AdminGws
"Please assign this entity to a store view.","Моля, прикачете този запис към изглед на магазина.",module,Magento_AdminGws
"You can create an order in an active store only.","Можете да създадете поръчка само в активен магазин.",module,Magento_AdminGws
"Please assign this item to a store view.","Моля, прикачете този артикул към изглед на магазина.",module,Magento_AdminGws
"You need more permissions to save this item.","Нуждаете се от повече правомощия, за да запишете този елемент.",module,Magento_AdminGws
"You need more permissions to delete this item.","Вие имате нужда от повече правомощия, за да изтриете този елемент.",module,Magento_AdminGws
"You need more permissions to view this item.","Вие имате нужда от повече правомощия, за да видите този елемент.",module,Magento_AdminGws
"Please specify at least one website or one store group.","Моля, изберете поне един уебсайт или група магазини.",module,Magento_AdminGws
"You need more permissions to set All Scopes to a Role.","Вие имате нужда от повече правомощия, за да заложите всички обхвати на роля.",module,Magento_AdminGws
"Incorrect website ID: %1","Невалидно ID на уебсайт: %1",module,Magento_AdminGws
"You need more permissions to access website ""%1"".","Вие имате нужда от повече правомощия, за да достъпите сайт ""%1"".",module,Magento_AdminGws
"Incorrect store ID: %1","Невалидно ID на магазин: %1",module,Magento_AdminGws
"You need more permissions to save this setting.","Вие имате нужда от повече правомощия, за да запишете тази настройка.",module,Magento_AdminGws
"Role Scopes","Обхвати на роля",module,Magento_AdminGws
Custom,"По избор",module,Magento_AdminGws
"Read Details","Прочети повече",module,Magento_AdminNotification
"Mark as Read","Маркирай като прочетено",module,Magento_AdminNotification
"Are you sure?","Сигурни ли сте?",module,Magento_AdminNotification
Remove,Премахни,module,Magento_AdminNotification
"Messages Inbox","Входящи съобщения",module,Magento_AdminNotification
"You have %1 new system messages","Вие имате %1 нови системни съобщения",module,Magento_AdminNotification
"You have %1 new system message","Вие имате %1 ново системно съобщение",module,Magento_AdminNotification
"Incoming Message","Входящо съобщение",module,Magento_AdminNotification
close,затвори,module,Magento_AdminNotification
"Read details","Прочети повече",module,Magento_AdminNotification
Notifications,Известия,module,Magento_AdminNotification
"The message has been marked as Read.","Съобщението беше отбелязано като прочетено.",module,Magento_AdminNotification
"We couldn't mark the notification as Read because of an error.","Заради грешка не успяхме да маркираме известието като прочетено.",module,Magento_AdminNotification
"Please select messages.","Моля, изберете съобщения.",module,Magento_AdminNotification
